"care_site_id","care_site_name","place_of_service_concept_id","location_id","care_site_source_value","place_of_service_source_value"
7620,NA,8940,NA,"220141042",NA
7621,NA,8940,NA,"157553260",NA
7622,NA,8940,NA,"768408740",NA
7623,NA,8940,NA,"885226640",NA
7624,NA,8940,NA,"437567313",NA
7625,NA,8940,NA,"260814159",NA
7626,NA,8940,NA,"671515980",NA
7627,NA,8940,NA,"122835582",NA
7628,NA,8940,NA,"547733546",NA
7629,NA,8940,NA,"381388643",NA
7630,NA,8940,NA,"265903189",NA
7631,NA,8940,NA,"935433010",NA
7632,NA,8940,NA,"427698838",NA
7633,NA,8940,NA,"684386126",NA
7634,NA,8940,NA,"531561001",NA
7635,NA,8940,NA,"293260959",NA
7636,NA,8940,NA,"147233074",NA
7637,NA,8756,NA,"4525VH","Outpatient Facility"
7638,NA,8756,NA,"45088A","Outpatient Facility"
7639,NA,8756,NA,"4500BM","Outpatient Facility"
7640,NA,8756,NA,"3700UB","Outpatient Facility"
7641,NA,8940,NA,"190875424",NA
7642,NA,8940,NA,"590157710",NA
7643,NA,8940,NA,"307286711",NA
7644,NA,8940,NA,"427445268",NA
7645,NA,8940,NA,"941395370",NA
7646,NA,8940,NA,"378932254",NA
7647,NA,8940,NA,"006029281",NA
7648,NA,8940,NA,"578217991",NA
7649,NA,8940,NA,"483023572",NA
7650,NA,8940,NA,"718736421",NA
7651,NA,8940,NA,"373798482",NA
7652,NA,8940,NA,"622407615",NA
7653,NA,8940,NA,"576354963",NA
7654,NA,8940,NA,"244020417",NA
7655,NA,8940,NA,"519428537",NA
7656,NA,8940,NA,"877156315",NA
7657,NA,8940,NA,"393351039",NA
7658,NA,8940,NA,"534434179",NA
7659,NA,8940,NA,"964595141",NA
7660,NA,8940,NA,"006798482",NA
7661,NA,8940,NA,"073522134",NA
7662,NA,8940,NA,"369037764",NA
7663,NA,8940,NA,"011745827",NA
7664,NA,8940,NA,"691956165",NA
7665,NA,8940,NA,"576608739",NA
7666,NA,8940,NA,"548124502",NA
7667,NA,8940,NA,"328869011",NA
7668,NA,8940,NA,"382892417",NA
7669,NA,8940,NA,"490355672",NA
7670,NA,8940,NA,"648573334",NA
7671,NA,8940,NA,"923691383",NA
7672,NA,8756,NA,"1501SP","Outpatient Facility"
7673,NA,8940,NA,"293549004",NA
7674,NA,8940,NA,"981175404",NA
7675,NA,8940,NA,"920966972",NA
7676,NA,8940,NA,"142164905",NA
7677,NA,8940,NA,"995366877",NA
7678,NA,8940,NA,"924079041",NA
7679,NA,8940,NA,"435661219",NA
7680,NA,8940,NA,"325594107",NA
7681,NA,8940,NA,"441693322",NA
7682,NA,8940,NA,"662799255",NA
7683,NA,8940,NA,"426581535",NA
7684,NA,8940,NA,"805136297",NA
7685,NA,8940,NA,"640088072",NA
7686,NA,8940,NA,"241105734",NA
7687,NA,8940,NA,"992304188",NA
7688,NA,8940,NA,"562687039",NA
7689,NA,8940,NA,"250904369",NA
7690,NA,8940,NA,"168933499",NA
7691,NA,8940,NA,"022671670",NA
7692,NA,8940,NA,"558242038",NA
7693,NA,8940,NA,"900667747",NA
7694,NA,8940,NA,"691560307",NA
7695,NA,8940,NA,"701399860",NA
7696,NA,8940,NA,"427936584",NA
7697,NA,8940,NA,"826158737",NA
7698,NA,8940,NA,"307217912",NA
7699,NA,8940,NA,"002118783",NA
7700,NA,8940,NA,"906420382",NA
7701,NA,8940,NA,"555156850",NA
7702,NA,8940,NA,"705420528",NA
7703,NA,8940,NA,"761311327",NA
7704,NA,8940,NA,"262276959",NA
7705,NA,8940,NA,"115889284",NA
7706,NA,8940,NA,"200623039",NA
7707,NA,8940,NA,"411434727",NA
7708,NA,8940,NA,"764744386",NA
7709,NA,8940,NA,"408779277",NA
7710,NA,8940,NA,"477696639",NA
7711,NA,8940,NA,"557298183",NA
7712,NA,8940,NA,"003451661",NA
7713,NA,8940,NA,"887355596",NA
7714,NA,8940,NA,"968374143",NA
7715,NA,8940,NA,"650114838",NA
7716,NA,8940,NA,"796066530",NA
7717,NA,8940,NA,"798512870",NA
7718,NA,8940,NA,"562885083",NA
7719,NA,8940,NA,"149362792",NA
7720,NA,8940,NA,"231199538",NA
7721,NA,8940,NA,"780812844",NA
7722,NA,8940,NA,"395823806",NA
7723,NA,8940,NA,"856885177",NA
7724,NA,8940,NA,"284059437",NA
7725,NA,8940,NA,"780165592",NA
7726,NA,8940,NA,"425808085",NA
7727,NA,8940,NA,"106293330",NA
7728,NA,8940,NA,"561683429",NA
7729,NA,8940,NA,"958403643",NA
7730,NA,8940,NA,"420134961",NA
7731,NA,8940,NA,"885487501",NA
7732,NA,8940,NA,"713510549",NA
7733,NA,8940,NA,"928640693",NA
7734,NA,8940,NA,"454811242",NA
7735,NA,8940,NA,"222215768",NA
7736,NA,8940,NA,"303316727",NA
7737,NA,8940,NA,"121856492",NA
7738,NA,8940,NA,"667277449",NA
7739,NA,8940,NA,"016144292",NA
7740,NA,8940,NA,"667650469",NA
7741,NA,8940,NA,"540780238",NA
7742,NA,8940,NA,"412686641",NA
7743,NA,8940,NA,"905348936",NA
7744,NA,8940,NA,"943308324",NA
7745,NA,8940,NA,"327434477",NA
7746,NA,8940,NA,"125338429",NA
7747,NA,8940,NA,"550737704",NA
7748,NA,8940,NA,"548970950",NA
7749,NA,8940,NA,"917533915",NA
7750,NA,8940,NA,"774398143",NA
7751,NA,8940,NA,"951745415",NA
7752,NA,8940,NA,"229417066",NA
7753,NA,8940,NA,"777272450",NA
7754,NA,8940,NA,"661509025",NA
7755,NA,8940,NA,"793305136",NA
7756,NA,8940,NA,"735619347",NA
7757,NA,8940,NA,"113038301",NA
7758,NA,8940,NA,"242025543",NA
7759,NA,8940,NA,"766398211",NA
7760,NA,8756,NA,"3701ZN","Outpatient Facility"
7761,NA,8756,NA,"3700GR","Outpatient Facility"
7762,NA,8756,NA,"3702SN","Outpatient Facility"
7763,NA,8940,NA,"703476245",NA
7764,NA,8940,NA,"783904781",NA
7765,NA,8940,NA,"666584730",NA
7766,NA,8940,NA,"871182994",NA
7767,NA,8940,NA,"741544295",NA
7768,NA,8940,NA,"068210664",NA
7769,NA,8940,NA,"098674097",NA
7770,NA,8940,NA,"916029925",NA
7771,NA,8940,NA,"248150883",NA
7772,NA,8940,NA,"021447893",NA
7773,NA,8940,NA,"143541901",NA
7774,NA,8940,NA,"578081973",NA
7775,NA,8940,NA,"441833123",NA
7776,NA,8940,NA,"894899677",NA
7777,NA,8940,NA,"478694340",NA
7778,NA,8940,NA,"368885916",NA
7779,NA,8940,NA,"626150497",NA
7780,NA,8940,NA,"373936920",NA
7781,NA,8940,NA,"443631743",NA
7782,NA,8940,NA,"127436601",NA
7783,NA,8940,NA,"469934381",NA
7784,NA,8940,NA,"624515537",NA
7785,NA,8940,NA,"785769155",NA
7786,NA,8940,NA,"984717829",NA
7787,NA,8940,NA,"555275460",NA
7788,NA,8940,NA,"111366305",NA
7789,NA,8940,NA,"566270581",NA
7790,NA,8940,NA,"636108393",NA
7791,NA,8940,NA,"702016045",NA
7792,NA,8940,NA,"861147595",NA
7793,NA,8940,NA,"409582833",NA
7794,NA,8940,NA,"267983571",NA
7795,NA,8940,NA,"142793603",NA
7796,NA,8940,NA,"048244403",NA
7797,NA,8940,NA,"069052427",NA
7798,NA,8940,NA,"986919434",NA
7799,NA,8940,NA,"191910030",NA
7800,NA,8940,NA,"431159467",NA
7801,NA,8940,NA,"820152801",NA
7802,NA,8940,NA,"486882760",NA
7803,NA,8940,NA,"117505381",NA
7804,NA,8940,NA,"097476888",NA
7805,NA,8940,NA,"833328765",NA
7806,NA,8940,NA,"721256313",NA
7807,NA,8940,NA,"942738201",NA
7808,NA,8940,NA,"232604704",NA
7809,NA,8756,NA,"1501GA","Outpatient Facility"
7810,NA,8756,NA,"1500TG","Outpatient Facility"
7811,NA,8940,NA,"560128747",NA
7812,NA,8940,NA,"346210709",NA
7813,NA,8940,NA,"659336915",NA
7814,NA,8940,NA,"539101211",NA
7815,NA,8940,NA,"376033007",NA
7816,NA,8940,NA,"100396463",NA
7817,NA,8940,NA,"469292883",NA
7818,NA,8940,NA,"163106736",NA
7819,NA,8940,NA,"633589883",NA
7820,NA,8940,NA,"921764968",NA
7821,NA,8717,NA,"1100AG","Inpatient Facility"
7822,NA,8756,NA,"4200PA","Outpatient Facility"
7823,NA,8756,NA,"4200PJ","Outpatient Facility"
7824,NA,8756,NA,"4200MP","Outpatient Facility"
7825,NA,8940,NA,"552904726",NA
7826,NA,8940,NA,"296390354",NA
7827,NA,8940,NA,"205446396",NA
7828,NA,8940,NA,"306827748",NA
7829,NA,8940,NA,"735205891",NA
7830,NA,8940,NA,"708666162",NA
7831,NA,8940,NA,"988379707",NA
7832,NA,8940,NA,"070425602",NA
7833,NA,8940,NA,"949361260",NA
7834,NA,8940,NA,"633818265",NA
7835,NA,8940,NA,"145844989",NA
7836,NA,8940,NA,"119424079",NA
7837,NA,8940,NA,"097137900",NA
7838,NA,8940,NA,"382421008",NA
7839,NA,8940,NA,"755424791",NA
7840,NA,8940,NA,"749338389",NA
7841,NA,8940,NA,"003522833",NA
7842,NA,8940,NA,"118625127",NA
7843,NA,8940,NA,"630592087",NA
7844,NA,8940,NA,"500077862",NA
7845,NA,8940,NA,"176658909",NA
7846,NA,8940,NA,"332090714",NA
7847,NA,8940,NA,"139061034",NA
7848,NA,8940,NA,"262073195",NA
7849,NA,8940,NA,"602475611",NA
7850,NA,8940,NA,"040519683",NA
7851,NA,8940,NA,"844753488",NA
7852,NA,8940,NA,"676304554",NA
7853,NA,8940,NA,"677868752",NA
7854,NA,8940,NA,"119512707",NA
7855,NA,8940,NA,"660835887",NA
7856,NA,8940,NA,"532929667",NA
7857,NA,8940,NA,"536486475",NA
7858,NA,8940,NA,"427949314",NA
7859,NA,8940,NA,"953748621",NA
7860,NA,8940,NA,"161465740",NA
7861,NA,8940,NA,"295298409",NA
7862,NA,8940,NA,"824286674",NA
7863,NA,8940,NA,"649135340",NA
7864,NA,8756,NA,"42258C","Outpatient Facility"
7865,NA,8756,NA,"4238PT","Outpatient Facility"
7866,NA,8756,NA,"4218KJ","Outpatient Facility"
7867,NA,8940,NA,"728660755",NA
7868,NA,8940,NA,"293076841",NA
7869,NA,8940,NA,"256366862",NA
7870,NA,8940,NA,"649189457",NA
7871,NA,8940,NA,"617891542",NA
7872,NA,8940,NA,"041168070",NA
7873,NA,8940,NA,"804335379",NA
7874,NA,8940,NA,"920138932",NA
7875,NA,8940,NA,"743892612",NA
7876,NA,8940,NA,"220416411",NA
7877,NA,8940,NA,"259692499",NA
7878,NA,8940,NA,"821888480",NA
7879,NA,8940,NA,"911573924",NA
7880,NA,8940,NA,"488493035",NA
7881,NA,8940,NA,"444444460",NA
7882,NA,8940,NA,"867451619",NA
7883,NA,8940,NA,"638147534",NA
7884,NA,8940,NA,"848613029",NA
7885,NA,8940,NA,"539632606",NA
7886,NA,8940,NA,"284329224",NA
7887,NA,8940,NA,"267105577",NA
7888,NA,8940,NA,"233934757",NA
7889,NA,8940,NA,"679022622",NA
7890,NA,8940,NA,"022370979",NA
7891,NA,8940,NA,"696876300",NA
7892,NA,8940,NA,"845750464",NA
7893,NA,8940,NA,"541390463",NA
7894,NA,8940,NA,"912800699",NA
7895,NA,8940,NA,"490525979",NA
7896,NA,8940,NA,"312186780",NA
7897,NA,8940,NA,"715558940",NA
7898,NA,8940,NA,"313134271",NA
7899,NA,8940,NA,"224322000",NA
7900,NA,8756,NA,"4501PN","Outpatient Facility"
7901,NA,8756,NA,"4505ZC","Outpatient Facility"
7902,NA,8940,NA,"046138858",NA
7903,NA,8940,NA,"971008052",NA
7904,NA,8940,NA,"766275241",NA
7905,NA,8940,NA,"727255819",NA
7906,NA,8940,NA,"793135104",NA
7907,NA,8940,NA,"482318796",NA
7908,NA,8940,NA,"502260964",NA
7909,NA,8940,NA,"763877182",NA
7910,NA,8940,NA,"079392648",NA
7911,NA,8940,NA,"885953435",NA
7912,NA,8940,NA,"036136275",NA
7913,NA,8940,NA,"633543455",NA
7914,NA,8940,NA,"613324982",NA
7915,NA,8940,NA,"224374190",NA
7916,NA,8940,NA,"091443214",NA
7917,NA,8940,NA,"322181341",NA
7918,NA,8940,NA,"452786928",NA
7919,NA,8940,NA,"230765775",NA
7920,NA,8940,NA,"828152788",NA
7921,NA,8940,NA,"620195965",NA
7922,NA,8940,NA,"548101456",NA
7923,NA,8940,NA,"115120410",NA
7924,NA,8940,NA,"016135145",NA
7925,NA,8940,NA,"023434417",NA
7926,NA,8940,NA,"472368664",NA
7927,NA,8940,NA,"022193742",NA
7928,NA,8940,NA,"530470382",NA
7929,NA,8940,NA,"224996718",NA
7930,NA,8940,NA,"068478321",NA
7931,NA,8940,NA,"010829719",NA
7932,NA,8940,NA,"757489152",NA
7933,NA,8940,NA,"320460270",NA
7934,NA,8940,NA,"798755518",NA
7935,NA,8940,NA,"049987702",NA
7936,NA,8940,NA,"964273910",NA
7937,NA,8940,NA,"770752243",NA
7938,NA,8940,NA,"850665695",NA
7939,NA,8940,NA,"403584536",NA
7940,NA,8717,NA,"2400QS","Inpatient Facility"
7941,NA,8940,NA,"816137132",NA
7942,NA,8940,NA,"143128081",NA
7943,NA,8940,NA,"387690748",NA
7944,NA,8940,NA,"335663710",NA
7945,NA,8940,NA,"724718255",NA
7946,NA,8940,NA,"243521097",NA
7947,NA,8940,NA,"307464159",NA
7948,NA,8756,NA,"51006N","Outpatient Facility"
7949,NA,8940,NA,"387676442",NA
7950,NA,8940,NA,"673542357",NA
7951,NA,8940,NA,"200805204",NA
7952,NA,8940,NA,"129478464",NA
7953,NA,8940,NA,"702574018",NA
7954,NA,8940,NA,"240387609",NA
7955,NA,8940,NA,"060325614",NA
7956,NA,8940,NA,"402933901",NA
7957,NA,8940,NA,"849357196",NA
7958,NA,8940,NA,"201895583",NA
7959,NA,8940,NA,"754760260",NA
7960,NA,8940,NA,"649263709",NA
7961,NA,8940,NA,"095990202",NA
7962,NA,8940,NA,"909949519",NA
7963,NA,8940,NA,"671078316",NA
7964,NA,8940,NA,"912414792",NA
7965,NA,8940,NA,"946033823",NA
7966,NA,8940,NA,"770271543",NA
7967,NA,8940,NA,"467414445",NA
7968,NA,8940,NA,"423850851",NA
7969,NA,8940,NA,"110229634",NA
7970,NA,8756,NA,"4506AB","Outpatient Facility"
7971,NA,8756,NA,"4506JT","Outpatient Facility"
7972,NA,8756,NA,"4000GK","Outpatient Facility"
7973,NA,8756,NA,"4525MD","Outpatient Facility"
7974,NA,8940,NA,"396112608",NA
7975,NA,8940,NA,"078810572",NA
7976,NA,8940,NA,"952595519",NA
7977,NA,8940,NA,"049008466",NA
7978,NA,8940,NA,"568711727",NA
7979,NA,8940,NA,"295160371",NA
7980,NA,8940,NA,"360424686",NA
7981,NA,8940,NA,"351191676",NA
7982,NA,8940,NA,"746925111",NA
7983,NA,8940,NA,"017381168",NA
7984,NA,8940,NA,"130273599",NA
7985,NA,8940,NA,"130080406",NA
7986,NA,8940,NA,"205925574",NA
7987,NA,8940,NA,"441121076",NA
7988,NA,8940,NA,"632507323",NA
7989,NA,8940,NA,"347426022",NA
7990,NA,8940,NA,"505394499",NA
7991,NA,8940,NA,"433361497",NA
7992,NA,8940,NA,"702713036",NA
7993,NA,8940,NA,"605112319",NA
7994,NA,8940,NA,"162479766",NA
7995,NA,8940,NA,"054242074",NA
7996,NA,8940,NA,"389318026",NA
7997,NA,8940,NA,"593679939",NA
7998,NA,8940,NA,"707439473",NA
7999,NA,8940,NA,"810611568",NA
8000,NA,8940,NA,"234067526",NA
8001,NA,8940,NA,"200063155",NA
8002,NA,8940,NA,"281582014",NA
8003,NA,8940,NA,"208524655",NA
8004,NA,8940,NA,"089915047",NA
8005,NA,8940,NA,"645482662",NA
8006,NA,8940,NA,"317919089",NA
8007,NA,8940,NA,"021660494",NA
8008,NA,8940,NA,"023761416",NA
8009,NA,8940,NA,"121089098",NA
8010,NA,8940,NA,"217415498",NA
8011,NA,8940,NA,"781119363",NA
8012,NA,8940,NA,"324834644",NA
8013,NA,8940,NA,"560200185",NA
8014,NA,8940,NA,"316418327",NA
8015,NA,8940,NA,"396008886",NA
8016,NA,8940,NA,"511179954",NA
8017,NA,8940,NA,"349186626",NA
8018,NA,8940,NA,"809545142",NA
8019,NA,8940,NA,"246530705",NA
8020,NA,8940,NA,"948134876",NA
8021,NA,8940,NA,"629743767",NA
8022,NA,8940,NA,"459406743",NA
8023,NA,8940,NA,"295569856",NA
8024,NA,8940,NA,"159200072",NA
8025,NA,8940,NA,"693638259",NA
8026,NA,8940,NA,"997948078",NA
8027,NA,8940,NA,"281800098",NA
8028,NA,8940,NA,"387193806",NA
8029,NA,8940,NA,"017730327",NA
8030,NA,8940,NA,"081618374",NA
8031,NA,8717,NA,"14026N","Inpatient Facility"
8032,NA,8756,NA,"16008K","Outpatient Facility"
8033,NA,8756,NA,"1402RA","Outpatient Facility"
8034,NA,8756,NA,"52008K","Outpatient Facility"
8035,NA,8756,NA,"1402HU","Outpatient Facility"
8036,NA,8940,NA,"670125406",NA
8037,NA,8940,NA,"581457765",NA
8038,NA,8940,NA,"621940276",NA
8039,NA,8940,NA,"085007730",NA
8040,NA,8940,NA,"324289705",NA
8041,NA,8940,NA,"660636063",NA
8042,NA,8940,NA,"874819979",NA
8043,NA,8940,NA,"088932367",NA
8044,NA,8940,NA,"957647060",NA
8045,NA,8940,NA,"896529873",NA
8046,NA,8940,NA,"605986776",NA
8047,NA,8940,NA,"059292292",NA
8048,NA,8940,NA,"192462171",NA
8049,NA,8940,NA,"232025879",NA
8050,NA,8940,NA,"584027612",NA
8051,NA,8940,NA,"790877901",NA
8052,NA,8940,NA,"438000172",NA
8053,NA,8940,NA,"664514033",NA
8054,NA,8940,NA,"281401218",NA
8055,NA,8940,NA,"735923498",NA
8056,NA,8940,NA,"654435962",NA
8057,NA,8940,NA,"913421668",NA
8058,NA,8940,NA,"815209276",NA
8059,NA,8940,NA,"013271844",NA
8060,NA,8940,NA,"425676438",NA
8061,NA,8940,NA,"886797397",NA
8062,NA,8940,NA,"620100828",NA
8063,NA,8940,NA,"772216921",NA
8064,NA,8940,NA,"272245627",NA
8065,NA,8940,NA,"118465434",NA
8066,NA,8940,NA,"638244341",NA
8067,NA,8940,NA,"435264449",NA
8068,NA,8940,NA,"604986231",NA
8069,NA,8940,NA,"279738896",NA
8070,NA,8940,NA,"767326463",NA
8071,NA,8756,NA,"34ZJRQ","Outpatient Facility"
8072,NA,8940,NA,"727667624",NA
8073,NA,8940,NA,"221242982",NA
8074,NA,8940,NA,"059613422",NA
8075,NA,8940,NA,"696944448",NA
8076,NA,8940,NA,"254882184",NA
8077,NA,8940,NA,"723496410",NA
8078,NA,8940,NA,"349824725",NA
8079,NA,8940,NA,"284961511",NA
8080,NA,8940,NA,"091034216",NA
8081,NA,8940,NA,"333190433",NA
8082,NA,8940,NA,"767852680",NA
8083,NA,8940,NA,"601342287",NA
8084,NA,8940,NA,"181845066",NA
8085,NA,8940,NA,"706568600",NA
8086,NA,8940,NA,"009101883",NA
8087,NA,8940,NA,"294698251",NA
8088,NA,8940,NA,"613975828",NA
8089,NA,8940,NA,"113530255",NA
8090,NA,8940,NA,"668284780",NA
8091,NA,8940,NA,"786327643",NA
8092,NA,8940,NA,"801790165",NA
8093,NA,8940,NA,"744635211",NA
8094,NA,8940,NA,"498164109",NA
8095,NA,8940,NA,"219463752",NA
8096,NA,8940,NA,"551971677",NA
8097,NA,8940,NA,"995978825",NA
8098,NA,8940,NA,"882714317",NA
8099,NA,8940,NA,"849770045",NA
8100,NA,8940,NA,"988752786",NA
8101,NA,8940,NA,"215268439",NA
8102,NA,8940,NA,"426973115",NA
8103,NA,8940,NA,"785316312",NA
8104,NA,8940,NA,"610230365",NA
8105,NA,8940,NA,"119908977",NA
8106,NA,8940,NA,"672898979",NA
8107,NA,8940,NA,"743885741",NA
8108,NA,8940,NA,"967723024",NA
8109,NA,8940,NA,"006095992",NA
8110,NA,8940,NA,"944392463",NA
8111,NA,8717,NA,"31016A","Inpatient Facility"
8112,NA,8940,NA,"401761396",NA
8113,NA,8940,NA,"461770671",NA
8114,NA,8940,NA,"776721616",NA
8115,NA,8940,NA,"328134201",NA
8116,NA,8940,NA,"951638982",NA
8117,NA,8940,NA,"972926917",NA
8118,NA,8940,NA,"700296204",NA
8119,NA,8940,NA,"271721300",NA
8120,NA,8940,NA,"998897759",NA
8121,NA,8940,NA,"358617560",NA
8122,NA,8940,NA,"487338888",NA
8123,NA,8940,NA,"007384834",NA
8124,NA,8940,NA,"387973208",NA
8125,NA,8940,NA,"914081354",NA
8126,NA,8940,NA,"188506361",NA
8127,NA,8756,NA,"1025XV","Outpatient Facility"
8128,NA,8756,NA,"1001XN","Outpatient Facility"
8129,NA,8756,NA,"1002WQ","Outpatient Facility"
8130,NA,8756,NA,"1002WH","Outpatient Facility"
8131,NA,8756,NA,"2000QH","Outpatient Facility"
8132,NA,8756,NA,"1027XG","Outpatient Facility"
8133,NA,8756,NA,"1000RR","Outpatient Facility"
8134,NA,8756,NA,"1002ND","Outpatient Facility"
8135,NA,8940,NA,"665765155",NA
8136,NA,8940,NA,"824850149",NA
8137,NA,8940,NA,"545885753",NA
8138,NA,8940,NA,"596314914",NA
8139,NA,8940,NA,"157570212",NA
8140,NA,8940,NA,"735022779",NA
8141,NA,8940,NA,"121946592",NA
8142,NA,8940,NA,"357744609",NA
8143,NA,8940,NA,"916003382",NA
8144,NA,8940,NA,"114640665",NA
8145,NA,8940,NA,"416743627",NA
8146,NA,8940,NA,"495303737",NA
8147,NA,8940,NA,"716841376",NA
8148,NA,8940,NA,"485385027",NA
8149,NA,8940,NA,"463206711",NA
8150,NA,8940,NA,"078319703",NA
8151,NA,8940,NA,"229858313",NA
8152,NA,8940,NA,"978674218",NA
8153,NA,8940,NA,"104978475",NA
8154,NA,8940,NA,"287123153",NA
8155,NA,8940,NA,"770366359",NA
8156,NA,8940,NA,"085108240",NA
8157,NA,8940,NA,"390233671",NA
8158,NA,8940,NA,"651209301",NA
8159,NA,8940,NA,"480148913",NA
8160,NA,8756,NA,"2400UA","Outpatient Facility"
8161,NA,8756,NA,"15006A","Outpatient Facility"
8162,NA,8756,NA,"2601MN","Outpatient Facility"
8163,NA,8940,NA,"582047225",NA
8164,NA,8940,NA,"634834446",NA
8165,NA,8940,NA,"948391358",NA
8166,NA,8940,NA,"231022978",NA
8167,NA,8940,NA,"756793808",NA
8168,NA,8940,NA,"658502526",NA
8169,NA,8940,NA,"436768924",NA
8170,NA,8940,NA,"137575095",NA
8171,NA,8940,NA,"429152403",NA
8172,NA,8940,NA,"499502468",NA
8173,NA,8940,NA,"048941039",NA
8174,NA,8940,NA,"891360424",NA
8175,NA,8940,NA,"019741990",NA
8176,NA,8940,NA,"492670340",NA
8177,NA,8940,NA,"367074335",NA
8178,NA,8940,NA,"768332291",NA
8179,NA,8940,NA,"891987792",NA
8180,NA,8940,NA,"675672391",NA
8181,NA,8940,NA,"649461136",NA
8182,NA,8940,NA,"514491079",NA
8183,NA,8940,NA,"648608819",NA
8184,NA,8940,NA,"988642184",NA
8185,NA,8940,NA,"639523971",NA
8186,NA,8940,NA,"276181313",NA
8187,NA,8940,NA,"643102258",NA
8188,NA,8940,NA,"699878140",NA
8189,NA,8940,NA,"005934971",NA
8190,NA,8940,NA,"083897193",NA
8191,NA,8940,NA,"095621687",NA
8192,NA,8940,NA,"682184334",NA
8193,NA,8940,NA,"934726805",NA
8194,NA,8940,NA,"153392194",NA
8195,NA,8756,NA,"3900AD","Outpatient Facility"
8196,NA,8940,NA,"965777312",NA
8197,NA,8940,NA,"248918765",NA
8198,NA,8940,NA,"567467245",NA
8199,NA,8940,NA,"483613344",NA
8200,NA,8940,NA,"983356186",NA
8201,NA,8756,NA,"1002GD","Outpatient Facility"
8202,NA,8756,NA,"1000DT","Outpatient Facility"
8203,NA,8756,NA,"2300QA","Outpatient Facility"
8204,NA,8756,NA,"2313PV","Outpatient Facility"
8205,NA,8756,NA,"2325AG","Outpatient Facility"
8206,NA,8940,NA,"425122515",NA
8207,NA,8940,NA,"536751551",NA
8208,NA,8940,NA,"102017348",NA
8209,NA,8940,NA,"559191916",NA
8210,NA,8940,NA,"455844937",NA
8211,NA,8940,NA,"658686042",NA
8212,NA,8940,NA,"293428679",NA
8213,NA,8940,NA,"624097084",NA
8214,NA,8940,NA,"738627025",NA
8215,NA,8940,NA,"741814919",NA
8216,NA,8940,NA,"667117939",NA
8217,NA,8940,NA,"684730034",NA
8218,NA,8940,NA,"800556111",NA
8219,NA,8940,NA,"146134402",NA
8220,NA,8940,NA,"787366633",NA
8221,NA,8940,NA,"318529538",NA
8222,NA,8940,NA,"655682124",NA
8223,NA,8940,NA,"565608666",NA
8224,NA,8940,NA,"184336539",NA
8225,NA,8940,NA,"968090802",NA
8226,NA,8940,NA,"248848109",NA
8227,NA,8940,NA,"946754406",NA
8228,NA,8940,NA,"500303540",NA
8229,NA,8940,NA,"199846412",NA
8230,NA,8940,NA,"061009302",NA
8231,NA,8940,NA,"926093838",NA
8232,NA,8940,NA,"731300187",NA
8233,NA,8940,NA,"974624942",NA
8234,NA,8756,NA,"4506BM","Outpatient Facility"
8235,NA,8756,NA,"45018P","Outpatient Facility"
8236,NA,8940,NA,"676629137",NA
8237,NA,8940,NA,"201702629",NA
8238,NA,8940,NA,"659715307",NA
8239,NA,8940,NA,"704548809",NA
8240,NA,8940,NA,"749616365",NA
8241,NA,8940,NA,"649347392",NA
8242,NA,8940,NA,"250220088",NA
8243,NA,8940,NA,"195192073",NA
8244,NA,8940,NA,"561983917",NA
8245,NA,8940,NA,"000237742",NA
8246,NA,8940,NA,"814939623",NA
8247,NA,8940,NA,"592005549",NA
8248,NA,8940,NA,"901129174",NA
8249,NA,8940,NA,"321027287",NA
8250,NA,8940,NA,"701874509",NA
8251,NA,8940,NA,"852836606",NA
8252,NA,8940,NA,"786833455",NA
8253,NA,8940,NA,"903563058",NA
8254,NA,8940,NA,"647759433",NA
8255,NA,8940,NA,"303221464",NA
8256,NA,8940,NA,"926443863",NA
8257,NA,8940,NA,"759200295",NA
8258,NA,8940,NA,"260300648",NA
8259,NA,8940,NA,"533250026",NA
8260,NA,8940,NA,"228530912",NA
8261,NA,8940,NA,"481207615",NA
8262,NA,8940,NA,"884110154",NA
8263,NA,8940,NA,"430359614",NA
8264,NA,8940,NA,"632758024",NA
8265,NA,8940,NA,"898343317",NA
8266,NA,8940,NA,"470997111",NA
8267,NA,8940,NA,"124943483",NA
8268,NA,8940,NA,"789191476",NA
8269,NA,8940,NA,"366919419",NA
8270,NA,8756,NA,"1119SV","Outpatient Facility"
8271,NA,8756,NA,"1100PN","Outpatient Facility"
8272,NA,8756,NA,"1100WV","Outpatient Facility"
8273,NA,8756,NA,"1101GB","Outpatient Facility"
8274,NA,8940,NA,"143763741",NA
8275,NA,8940,NA,"325664979",NA
8276,NA,8940,NA,"733835267",NA
8277,NA,8940,NA,"990020073",NA
8278,NA,8940,NA,"477861915",NA
8279,NA,8940,NA,"522234871",NA
8280,NA,8940,NA,"519466463",NA
8281,NA,8940,NA,"275722971",NA
8282,NA,8940,NA,"836344840",NA
8283,NA,8940,NA,"786139365",NA
8284,NA,8940,NA,"430880191",NA
8285,NA,8940,NA,"627657489",NA
8286,NA,8940,NA,"211290880",NA
8287,NA,8940,NA,"796544652",NA
8288,NA,8940,NA,"001097661",NA
8289,NA,8940,NA,"945710154",NA
8290,NA,8940,NA,"667261002",NA
8291,NA,8940,NA,"227194060",NA
8292,NA,8940,NA,"396701521",NA
8293,NA,8940,NA,"663183742",NA
8294,NA,8940,NA,"377231018",NA
